recipe_id,step,description
59,6,Store in an air-tight container.
60,1,"Combine the sugar and vanilla essence in a broad non-stick pan and cook on a medium flame for 5 to 7 minutes or till the sugar melts, while stirring continuously."
60,2,"Remove from the flame, add the almonds and mix well."
60,3,Spread the mixture on a greased flat surface and allow it to cool and harden.
60,4,Scrape it out using a palate knife and coarsely powder it using a mortar-pestle (khalbatta).
60,5,Store in an air-tight container and use as required.
61,1,Melt the sugar in a pan on a slow flame.
61,2,"Carefully take a little sugar syrup with the laddle, place it on your thumb, press your index finger against it and check if you get a 1-string consistency. If so, then syrup is ready and if not, then continue cooking , while stirring continuously till you get a 1-string consistency."
61,3,"Once it has melted, add the coarsely ground cashewnuts and mix well to make the praline."
61,4,Grease a flat rolling board with a little oil.
61,5,Pour the mixture on the greased flat surface and roll it with the greased rolling pin so as to get a thin layer. Do not touch the praline at this point as it will be really hot and can cause serious burns.
61,6,"To make small triangles, cut parallel lines at a distance of 25 mm. (1"") with the help of a knife or a metal dough cutter."
61,7,Then cut the praline diagonally to form a triangle. Make 6 such triangles and keep aside.
61,8,Crush the remaining praline coarsely with a rolling pin. Keep aside.
62,1,Spread the almond slices evenly in a plate and microwave on high for 2 minutes or until light pink in colour. Keep aside to cool.
62,2,"Put the chocolate into a small microwave safe bowl and microwave on high for 3 minutes, stirring once in between after 1½ minutes."
62,3,Remove from the microwave and continuously stir the chocolate until it cools a little.
62,4,Add the almonds and mix well.
62,5,Put small pieces of coated almonds on a tray lined with grease-proof paper or aluminium foil. Keep in the refrigerator for 2 hours.
62,6,Wrap each rock in a decorative foil and store in the refrigerator.
63,1,Spread the almond slices evenly in a plate and microwave on high for 2 minutes or until light pink in colour. Keep aside to cool.
63,2,"Put the chocolate into a small microwave safe bowl and microwave on high for 3 minutes, stirring once in between after 1½ minutes."
63,3,Remove from the microwave and continuously stir the chocolate until it cools a little.
63,4,Add the almonds and mix well.
63,5,Put small pieces of coated almonds on a tray lined with grease-proof paper or aluminium foil. Keep in the refrigerator for 2 hours.
63,6,Wrap each rock in a decorative foil and store in the refrigerator.
64,1,"To blanch the almonds, soak them in enough hot water in a bowl for at least 8 to 10 minutes."
64,2,Drain and refresh using some cold water and peel them.
64,3,Add ½ cup of milk and blend in a mixer to a smooth paste.
64,4,"Heat the ghee in a broad non-stick pan, add the almond paste, mix well and cook over a medium flame for 4 to 5 minutes or till it turns light pink in colour, while stirring continuously"
64,5,"Add the remaining ½ cup of milk and ¼ cup of water, mix well and simmer for 3 to 4 minutes, while stirring continuously"
64,6,"Add the sugar, cardamom powder and saffron mixture and cook on a medium flame for 6 to 7 minutes or till the sugar dissolves and the ghee separates, while stirring continuously. Keep aside to cool slightly."
64,7,Garnish with almond slivers and serve lukewarm or refrigerate and serve chilled.
65,1,"Soak the almonds in hot water for 20 minutes, drain and remove the skin."
65,2,Blend the almonds in a mixer till coarse. Keep aside.
65,3,"Heat the butter in a deep non-stick pan, add the plain flour and sauté on a medium flame for 30 seconds."
65,4,"Add the almond coarse paste, white stock and salt, mix well and cook on a medium flame for 3 to 4 minutes, while stirring occasionally."
65,5,"Add the fresh cream, salt and pepper and mix well."
65,6,Serve hot garnished with almond slivers.
66,1,"Cream the butter and sugar on a flat surface with your palm, until it is light and creamy. (refer to diagram on page 40 )"
66,2,Add the vanilla essence and mix well.
66,3,Add the flour and almond powder and gradually continue mixing till it forms a soft dough. Refrigerate for 15 minutes.
66,4,Divide the dough into 6 equal portions and roll each portion on a dusted rolling board into 100mm. (4”) diameter circle.
66,5,Prick all over the circle gently and bake in a pre-heated oven at 150°c (300°f) for 20 to 25 minutes or till it turns light brown in colour. Keep aside
67,1,"Heat a non-stick pan, add the sesame seeds and almonds and roast over a slow flame till they turn light golden in colour. Remove and keep aside to cool.   "
67,2,"Heat the ghee in the same pan, add the jaggery and simmer over a slow flame while stirring continuously, till the jaggery melts and caramelizes and forms a hard ball when you add a drop in a bowlful of cold water. Remove from the flame.  "
67,3,Add the roasted sesame seeds and almonds and mix thoroughly. 
67,4,"When slightly cool, divide the mixture into 10 equal pieces and shape each portion into rounds or mould into desire shapes, using different moulds or cookie cutters as shown in the picture."
67,5,Cool completely and store in an air-tight container.
68,1,Roast the sesame seeds for a few minutes over a medium flame till they are light golden in colour. Cool and keep aside. Repeat with the almonds.
68,2,Grease the back of a flat thali or a stone surface with a little ghee and keep aside.
68,3,Heat the ghee in a pan and add the jaggery.
68,4,Simmer over a slow flame while stirring continuously till the jaggery melts and caramelizes and forms a hard ball when you add a drop in cold water. Remove from the flame.
68,5,Add the roasted sesame seeds and almonds and mix thoroughly with the melted jaggery. You may need to put off the flame during this process.
68,6,"When the mixture is ready, pour the entire mixture over the greased thali or a smooth stone surface. Roll the chikki out into thin sheets using a greased rolling pin."
68,7,"When cool, cut into square pieces. Store in an air-tight container."
69,1,"Heat the oil in a wok on a high flame, add the red chilli pieces and stir till it turns black. Remove and discard the chilli pieces."
69,2,Add the ginger and  garlic in the same oil and stir-fry for a minute.
69,3,"Add the carrots, green capsicum, sweet corn kernels, bean sprouts, spring onion whites and stir-fry for a couple of minutes."
69,4,"Add the mushrooms, paneer, chinese cabbage and spring onion greens and stir-fry for 3 to 4 minutes."
69,5,"Add vegetable stock, salt and pepper and bring to a boil."
69,6,Add the cornflour mixture and heat till the mixture thickens.
69,7,"Add the almond slices, mix gently and serve immediately on a bed of cooked whole wheat noodles."
70,1,"Heat the oil in a broad non-stick pan, add the potatoes and cook on a medium flame for 3 to 4 minutes or till the potatoes are brown in colour."
70,2,"Add the remaining ingredients, mix well and cook on a medium flame for 1 to 2 minutes."
70,3,Serve hot garnished with coriander.
71,1,"Combine the curds, rajgira flour, salt and 1 cup of water in a deep bowl, whisk well and keep aside."
71,2,"Heat the oil in a deep non-stick pan, add the cumin seeds and sauté on a medium flame for 30 seconds."
71,3,"Add the curd-water mixture, potatoes, kand, green chilli paste and sugar, mix gently and cook on a medium flame for 8 minutes, while stirring occasionally."
71,4,Add the coriander and mix well.
71,5,Serve hot.
72,1,Combine all the ingredients in a deep bowl and knead into a soft dough using enough water.
72,2,Divide the dough into 6 equal portions and roll each portion into a 125 mm. (5”) diameter circle using little whole wheat flour for rolling.
72,3,Heat a non-stick tava (griddle) and semi-cook the rotis and keep aside.
73,1,"Heat the ghee in a broad non-stick pan, add the bay leaf, cinnamon, clove, cardamom, nigella seeds, mustard seeds and fenugreek seeds and sauté on a medium flame for a few seconds."
73,2,"When the seeds crackle, add the curds, asafoetida, chilli powder, coriander-cumin seeds powder and turmeric powder and sauté on a medium flame for 30 seconds."
73,3,"Add the tomatoes and cook on a medium flame for 1 to 2 minutes, while stirring occasionally."
73,4,"Add the potatoes, pumpkin and ½ cup of water, mix well, cover and cook on a slow flame for 15 to 20 minutes or until the potatoes and pumpkin are cooked, while stirring occasionally."
73,5,"Add the amchur powder, sugar and salt, mix well and cook on a medium flame for 1 to 2 minutes, while stirring occasionally."
73,6,Serve immediately.
74,1,Parboil the potatoes and sweet potatoes in salted water. Peel and cut into large cubes.
74,2,Thread the potato and sweet potato cubes alternately onto skewers.
74,3,Brush them with a little melted butter and cook over a charcoal or electric barbecue till they are evenly browned (approx. 3 to 4 minutes) on all sides.
74,4,Drain on absorbent paper and place in a serving dish.
74,5,"Top with the phudina chutney, khajur imli ki chutney, curds, black salt, cumin seeds powder, chilli powder and salt."
74,6,Serve immediately garnished with radish and spring onions.
75,1,"To make the Aloo Aur Shakarkand ki Chaat recipe, heat the oil in a broad not-stick pan, add the potatoes and sweet potatoes and cook on a medium flame for 3 to 4 minute or till they turn golden brown in colour, while stirring occasionally."
75,2,Remove from the flame and divide into 4 equal portions.
75,3,"Place a portion of the prepared mixture in a serving plate and top with 1½ tbsp of khajur imli ki chutney, 1 tbsp green chutney and ¼ cup of curds evenly over it."
75,4,"Sprinkle a little black salt, cumin seeds powder, chilli powder and salt evenly over it."
75,5,Repeat steps 3 and 4 to make 3 more plates.
75,6,Serve the Aloo Aur Shakarkand ki Chaat immediately garnished with coriander.
76,1,Boil the potatoes and sweet potatoes in salted water. Peel and cut into large cubes.
76,2,Thread the potato and sweet potato cubes onto skewers. Smear them generously with melted butter and grill over a charcoal or electric barbecue
76,3,Drain on absorbent paper and place in a serving dish.
76,4,"Top with the green chutney, khajur imli ki chutney, curds, black salt, cumin seed powder, chilli powder and salt."
76,5,Garnish with the grated radish and spring onions.
76,6,Serve immediately
77,1,"To make aloo bhatura, combine the flour, potatoes, curd, oil and salt and knead to make a soft dough using enough water."
77,2,Cover the dough with a wet muslin cloth and rest the dough for 20 minutes.
77,3,Divide the dough into 8 equal portions and roll each portion into a 150 mm. (6”) diameter circle using a little plain flour for rolling.
